SucursalID,ClienteID,NombreSucursal,Direccion,Provincia,Localidad,Latitud,Longitud,CodigoPostal
1683,761,Sucursal 1,Av. 7 N° 476,Formosa,Ingeniero Juárez,-23.901782,-61.848699,3636
1684,761,Sucursal 2,Diagonal San Juan N° 64,Misiones,Apóstoles,-27.918047,-55.769655,3350
1685,762,Sucursal 1,Diagonal San Juan N° 8854,Misiones,Apóstoles,-27.919316,-55.767305,3350
1686,763,Sucursal 1,Camino Alem N° 457,Formosa,Clorinda,-25.284327,-57.716285,3610
1687,763,Sucursal 2,Avenida Paraná N° 778,Formosa,Formosa Capital,-26.183539,-58.182843,3600
1688,764,Sucursal 1,Boulevard Formosa N° 4260,Chaco,Charata,-27.215822,-61.197487,3730
1689,765,Sucursal 1,Avenida Alvear N° 31,Entre Ríos,Gualeguaychú,-33.005744,-58.509046,2820
1690,765,Sucursal 2,Diag. Bahía Blanca N° 79,Misiones,Eldorado,-26.399322,-54.61484,3380
1691,766,Sucursal 1,Camino Mendoza N° 6016,Misiones,Puerto Iguazú,-25.598705,-54.5762,3370
1692,766,Sucursal 2,Av. San Martin N° 3413,Entre Ríos,Concepción del Uruguay,-32.483008,-58.237892,3260
1693,767,Sucursal 1,Calle Paraná N° 4811,Chaco,Resistencia,-27.449909,-58.988027,3500
1694,767,Sucursal 2,Diagonal Mendoza N° 412,Entre Ríos,Gualeguaychú,-33.005126,-58.512362,2820
1695,767,Sucursal 3,Diagonal 5 N° 7471,Chaco,Resistencia,-27.452457,-58.984832,3500
1696,767,Sucursal 4,Av. 3 N° 845,Chaco,Charata,-27.2157,-61.2026,3730
1697,768,Sucursal 1,Avenida Mitre N° 365,Entre Ríos,Concepción del Uruguay,-32.480187,-58.234748,3260
1698,768,Sucursal 2,Diagonal Salta N° 4762,Misiones,Puerto Iguazú,-25.594246,-54.578283,3370
1699,768,Sucursal 3,Avenida 8 N° 685,Misiones,Oberá,-27.485841,-55.119069,3360
1700,768,Sucursal 4,Diagonal J.M. de Rosas N° 7113,Entre Ríos,Gualeguay,-33.140023,-59.317239,2840
1701,769,Sucursal 1,Avenida Chubut N° 9350,Chaco,Villa Ángela,-27.585056,-60.719432,3540
1702,769,Sucursal 2,Diagonal 3 N° 25,Corrientes,Corrientes Capital,-27.483061,-58.833433,3400
1703,770,Sucursal 1,Av. San Juan N° 195,Misiones,Eldorado,-26.400938,-54.617304,3380
1704,770,Sucursal 2,Avenida 191 B N° 38,Chaco,Sáenz Peña,-26.79282,-60.441036,3700
1705,771,Sucursal 1,Avenida 5 N° 516,Entre Ríos,Gualeguaychú,-33.005297,-58.511837,2820
1706,772,Sucursal 1,Diagonal Saavedra N° 252,Formosa,Formosa Capital,-26.183532,-58.185805,3600
1707,772,Sucursal 2,Avenida Santa Cruz N° 48,Entre Ríos,Concordia,-31.384846,-58.014,3200
1708,773,Sucursal 1,Diagonal Güemes N° 663,Formosa,Formosa Capital,-26.181377,-58.181251,3600
1709,774,Sucursal 1,Boulevard 2 N° 847,Corrientes,Corrientes Capital,-27.479858,-58.836537,3400
1710,774,Sucursal 2,Diagonal Viedma N° 1216,Corrientes,Paso de los Libres,-29.712592,-57.088155,3230
1711,774,Sucursal 3,Diagonal Rivadavia N° 6729,Corrientes,Curuzú Cuatiá,-29.788672,-58.057233,3460
1712,775,Sucursal 1,Diag. San Juan N° 275,Corrientes,Mercedes,-29.181656,-58.080832,3470
1713,775,Sucursal 2,Av. Rawson N° 51,Entre Ríos,Gualeguaychú,-33.010593,-58.50975,2820
1714,776,Sucursal 1,Camino 9 N° 131,Misiones,Apóstoles,-27.91552,-55.764681,3350
1715,777,Sucursal 1,Calle Corrientes N° 431,Misiones,Eldorado,-26.398858,-54.617036,3380
1716,778,Sucursal 1,Calle Constitución N° 9673,Corrientes,Corrientes Capital,-27.483208,-58.835336,3400
1717,778,Sucursal 2,Boulevard San Luis N° 3159,Chaco,Sáenz Peña,-26.789627,-60.438852,3700
1718,778,Sucursal 3,Avenida Entre Ríos N° 7675,Chaco,Barranqueras,-27.4851,-58.936204,3503
1719,778,Sucursal 4,Av. 3 N° 397,Corrientes,Corrientes Capital,-27.477564,-58.835577,3400
1720,778,Sucursal 5,Av. Resistencia N° 3467,Chaco,Sáenz Peña,-26.79112,-60.440721,3700
1721,779,Sucursal 1,Avenida San Luis N° 84,Entre Ríos,Concordia,-31.385293,-58.018698,3200
1722,780,Sucursal 1,Blv. 6 N° 667,Formosa,Clorinda,-25.285654,-57.717737,3610
1723,780,Sucursal 2,Av. 3 N° 9985,Formosa,Pirané,-25.732539,-59.115952,3606
1724,781,Sucursal 1,Boulevard Rivadavia N° 37,Misiones,Puerto Iguazú,-25.599475,-54.580317,3370
1725,781,Sucursal 2,Av. Saavedra N° 7813,Misiones,Oberá,-27.48436,-55.11961,3360
1726,782,Sucursal 1,Calle Catamarca N° 122,Misiones,Posadas,-27.370028,-55.897823,3300
1727,782,Sucursal 2,Calle Mar del Plata N° 27,Chaco,Barranqueras,-27.485904,-58.931409,3503
1728,782,Sucursal 3,Diagonal 8 N° 233,Entre Ríos,Paraná,-31.741157,-60.514236,3100
1729,782,Sucursal 4,Av. Rawson N° 475,Chaco,Sáenz Peña,-26.792733,-60.436495,3700
1730,783,Sucursal 1,Avenida Catamarca N° 4020,Corrientes,Paso de los Libres,-29.711525,-57.085752,3230
1731,783,Sucursal 2,Calle Santa Fe N° 160,Formosa,Ingeniero Juárez,-23.901971,-61.847246,3636
1732,784,Sucursal 1,Avenida Chaco N° 786,Misiones,Posadas,-27.364212,-55.894922,3300
1733,784,Sucursal 2,Av. Constitución N° 476,Entre Ríos,Concordia,-31.380753,-58.015072,3200
1734,784,Sucursal 3,Diagonal 6 N° 8077,Corrientes,Mercedes,-29.182308,-58.078088,3470
1735,784,Sucursal 4,Av. Rosario N° 151,Entre Ríos,Gualeguaychú,-33.008892,-58.508691,2820
1736,785,Sucursal 1,Av. Comodoro Rivadavia N° 9450,Corrientes,Curuzú Cuatiá,-29.790689,-58.053649,3460
1737,785,Sucursal 2,Avenida 3 N° 535,Formosa,Ingeniero Juárez,-23.900307,-61.849934,3636
1738,785,Sucursal 3,Diagonal 7 N° 922,Entre Ríos,Concepción del Uruguay,-32.484205,-58.236675,3260
1739,785,Sucursal 4,Av. 5 N° 62,Corrientes,Corrientes Capital,-27.482104,-58.833902,3400
1740,786,Sucursal 1,Blv. Belgrano N° 66,Chaco,Charata,-27.218282,-61.200429,3730
1741,787,Sucursal 1,Calle 7 N° 22,Formosa,El Colorado,-26.302524,-59.368875,3603
1742,787,Sucursal 2,Diagonal Constitución N° 4898,Formosa,Formosa Capital,-26.18452,-58.18539,3600
1743,788,Sucursal 1,Avenida 120 Bis N° 469,Entre Ríos,Paraná,-31.744673,-60.50896,3100
1744,788,Sucursal 2,Avenida Catamarca N° 84,Formosa,El Colorado,-26.297069,-59.367038,3603
1745,788,Sucursal 3,Calle Santiago del Estero N° 597,Misiones,Posadas,-27.369294,-55.897195,3300
1746,789,Sucursal 1,Av. Entre Ríos N° 83,Formosa,Clorinda,-25.281549,-57.717211,3610
1747,789,Sucursal 2,Diag. Alem N° 484,Chaco,Charata,-27.215197,-61.201626,3730
1748,790,Sucursal 1,Av. Güemes N° 258,Misiones,Posadas,-27.368647,-55.895864,3300
1749,790,Sucursal 2,Av. San Salvador de Jujuy N° 4093,Entre Ríos,Concordia,-31.38037,-58.014891,3200
1750,791,Sucursal 1,Diagonal Catamarca N° 497,Formosa,El Colorado,-26.297764,-59.366571,3603
1751,792,Sucursal 1,Boulevard Córdoba N° 271,Misiones,Apóstoles,-27.915921,-55.769312,3350
1752,792,Sucursal 2,Av. J.M. de Rosas N° 92,Formosa,Formosa Capital,-26.18588,-58.185145,3600
1753,793,Sucursal 1,Av. Neuquén N° 867,Chaco,Sáenz Peña,-26.794447,-60.440058,3700
1754,794,Sucursal 1,Av. Entre Ríos N° 821,Chaco,Sáenz Peña,-26.793782,-60.440631,3700
1755,794,Sucursal 2,Boulevard Güemes N° 93,Entre Ríos,Concepción del Uruguay,-32.482798,-58.239215,3260
1756,794,Sucursal 3,Av. Paraná N° 117,Chaco,Sáenz Peña,-26.79373,-60.440041,3700
1757,794,Sucursal 4,Calle Mitre N° 964,Chaco,Barranqueras,-27.484481,-58.932841,3503
1758,795,Sucursal 1,Camino Alvear N° 3677,Chaco,Sáenz Peña,-26.793569,-60.436412,3700
1759,795,Sucursal 2,Avenida Córdoba N° 7930,Corrientes,Curuzú Cuatiá,-29.786994,-58.055143,3460
1760,795,Sucursal 3,Diagonal 1 N° 250,Misiones,Eldorado,-26.401993,-54.617052,3380
1761,795,Sucursal 4,Avenida Tierra del Fuego N° 203,Formosa,Clorinda,-25.282644,-57.717099,3610
1762,795,Sucursal 5,Av. San Luis N° 4431,Corrientes,Mercedes,-29.179382,-58.077139,3470
1763,796,Sucursal 1,Calle 2 N° 332,Entre Ríos,Gualeguay,-33.142411,-59.314576,2840
1764,796,Sucursal 2,Diagonal Córdoba N° 5318,Entre Ríos,Gualeguay,-33.139261,-59.317899,2840
1765,796,Sucursal 3,Avenida Pte. Perón N° 6828,Formosa,Pirané,-25.735383,-59.11534,3606
1766,797,Sucursal 1,Calle San Miguel de Tucumán N° 247,Misiones,Eldorado,-26.400218,-54.616978,3380
1767,797,Sucursal 2,Calle Saavedra N° 98,Misiones,Eldorado,-26.399627,-54.616815,3380
1768,798,Sucursal 1,Blv. G. Brown N° 9973,Corrientes,Mercedes,-29.180011,-58.080726,3470
1769,798,Sucursal 2,Diagonal Santiago del Estero N° 42,Chaco,Sáenz Peña,-26.795175,-60.43593,3700
1770,799,Sucursal 1,Avenida Pte. Perón N° 523,Entre Ríos,Concepción del Uruguay,-32.483354,-58.237773,3260
1771,799,Sucursal 2,Diagonal 2 N° 74,Misiones,Puerto Iguazú,-25.594558,-54.575777,3370
1772,799,Sucursal 3,Calle Neuquén N° 91,Misiones,Oberá,-27.483996,-55.117853,3360
1773,799,Sucursal 4,Boulevard Córdoba N° 412,Formosa,Ingeniero Juárez,-23.902573,-61.84769,3636
1774,799,Sucursal 5,Calle Malvinas Argentinas N° 880,Corrientes,Paso de los Libres,-29.713491,-57.087106,3230
1775,800,Sucursal 1,Avenida Santiago del Estero N° 431,Entre Ríos,Gualeguay,-33.142082,-59.318168,2840
1776,800,Sucursal 2,Av. San Juan N° 267,Entre Ríos,Gualeguay,-33.140367,-59.316642,2840
1777,801,Sucursal 1,Av. 8 N° 169,Entre Ríos,Paraná,-31.740769,-60.510321,3100
1778,801,Sucursal 2,Calle Jujuy N° 284,Entre Ríos,Paraná,-31.742588,-60.511956,3100
1779,802,Sucursal 1,Avenida Neuquén N° 957,Chaco,Barranqueras,-27.483434,-58.930771,3503
1780,802,Sucursal 2,Av. Malvinas Argentinas N° 156,Misiones,Oberá,-27.482514,-55.115641,3360
1781,802,Sucursal 3,Calle Viedma N° 137,Entre Ríos,Gualeguaychú,-33.006806,-58.512913,2820
1782,803,Sucursal 1,Av. Alem N° 441,Misiones,Apóstoles,-27.914034,-55.768816,3350
1783,803,Sucursal 2,Diagonal Pte. Perón N° 2670,Chaco,Barranqueras,-27.482687,-58.930589,3503
1784,803,Sucursal 3,Diagonal 3 N° 538,Chaco,Resistencia,-27.454026,-58.983974,3500
1785,803,Sucursal 4,Boulevard G. Brown N° 762,Entre Ríos,Paraná,-31.74063,-60.512194,3100
1786,804,Sucursal 1,Blv. Chaco N° 92,Formosa,Clorinda,-25.28084,-57.714444,3610
1787,805,Sucursal 1,Calle 1 N° 148,Misiones,Puerto Iguazú,-25.598683,-54.579787,3370
1788,806,Sucursal 1,Av. Rosario N° 899,Formosa,Ingeniero Juárez,-23.901152,-61.85053,3636
1789,806,Sucursal 2,Diagonal Río Gallegos N° 44,Entre Ríos,Concepción del Uruguay,-32.480383,-58.239544,3260
1790,807,Sucursal 1,Av. 8 N° 616,Corrientes,Mercedes,-29.182686,-58.080643,3470
1791,807,Sucursal 2,Blv. J.J. Castelli N° 658,Entre Ríos,Concepción del Uruguay,-32.483212,-58.238351,3260
1792,808,Sucursal 1,Avenida Resistencia N° 716,Formosa,Formosa Capital,-26.186291,-58.185881,3600
1793,809,Sucursal 1,Av. 4 N° 962,Misiones,Puerto Iguazú,-25.59705,-54.577673,3370
1794,809,Sucursal 2,Calle Belgrano N° 675,Entre Ríos,Concepción del Uruguay,-32.483014,-58.239142,3260
1795,809,Sucursal 3,Avenida Ushuaia N° 94,Chaco,Resistencia,-27.449876,-58.987412,3500
1796,809,Sucursal 4,Diag. Río Gallegos N° 418,Chaco,Resistencia,-27.451084,-58.987939,3500
1797,810,Sucursal 1,Calle Neuquén N° 8896,Chaco,Resistencia,-27.452894,-58.984101,3500
1798,811,Sucursal 1,Av. Salta N° 62,Chaco,Villa Ángela,-27.580402,-60.71447,3540
1799,812,Sucursal 1,Diagonal 6 N° 86,Entre Ríos,Paraná,-31.739422,-60.513845,3100
1800,812,Sucursal 2,Avenida Rawson N° 1135,Entre Ríos,Paraná,-31.743903,-60.512741,3100
1801,813,Sucursal 1,Av. J.M. de Rosas N° 973,Corrientes,Paso de los Libres,-29.714139,-57.088447,3230
1802,813,Sucursal 2,Calle 7 N° 1983,Formosa,Ingeniero Juárez,-23.901591,-61.850089,3636
1803,814,Sucursal 1,Avenida Malvinas Argentinas N° 5160,Corrientes,Corrientes Capital,-27.483134,-58.833089,3400
1804,814,Sucursal 2,Av. Buenos Aires N° 828,Corrientes,Corrientes Capital,-27.479508,-58.832865,3400
1805,814,Sucursal 3,Diagonal 4 N° 689,Corrientes,Goya,-29.142819,-59.262566,3450
1806,815,Sucursal 1,Avenida 3 N° 13,Misiones,Eldorado,-26.399382,-54.613779,3380
1807,816,Sucursal 1,Avenida 9 N° 541,Formosa,Formosa Capital,-26.183461,-58.184278,3600
1808,816,Sucursal 2,Avenida San Juan N° 577,Misiones,Puerto Iguazú,-25.598181,-54.577509,3370
1809,817,Sucursal 1,Calle J.M. de Rosas N° 1597,Misiones,Posadas,-27.365199,-55.893454,3300
1810,817,Sucursal 2,Av. 9 N° 973,Entre Ríos,Concordia,-31.383909,-58.016035,3200
1811,817,Sucursal 3,Diagonal 8 N° 427,Misiones,Oberá,-27.481062,-55.114862,3360
1812,818,Sucursal 1,Camino Omar Nuñez N° 511,Misiones,Apóstoles,-27.914477,-55.767289,3350
1813,819,Sucursal 1,Diagonal 8 N° 52,Corrientes,Corrientes Capital,-27.479889,-58.832386,3400
1814,820,Sucursal 1,Av. La Pampa N° 92,Entre Ríos,Gualeguaychú,-33.006291,-58.512309,2820
1815,820,Sucursal 2,Calle J.M. de Rosas N° 3690,Misiones,Apóstoles,-27.91599,-55.765747,3350
1816,821,Sucursal 1,Avenida 7 N° 386,Formosa,Clorinda,-25.283821,-57.718572,3610
1817,821,Sucursal 2,Avenida 5 N° 770,Entre Ríos,Paraná,-31.739155,-60.509624,3100
1818,822,Sucursal 1,Avenida Mitre N° 5877,Entre Ríos,Paraná,-31.742739,-60.514225,3100
1819,823,Sucursal 1,Calle Mitre N° 3061,Entre Ríos,Concordia,-31.383634,-58.016059,3200
1820,823,Sucursal 2,Av. Tierra del Fuego N° 29,Misiones,Eldorado,-26.398565,-54.614936,3380
1821,824,Sucursal 1,Av. Saavedra N° 56,Misiones,Puerto Iguazú,-25.594565,-54.575951,3370
1822,824,Sucursal 2,Diagonal Tucumán N° 47,Formosa,Formosa Capital,-26.180379,-58.181157,3600
1823,825,Sucursal 1,Boulevard La Pampa N° 355,Entre Ríos,Concepción del Uruguay,-32.483291,-58.236557,3260
1824,825,Sucursal 2,Calle 6 N° 860,Entre Ríos,Gualeguaychú,-33.009941,-58.51068,2820
1825,825,Sucursal 3,Calle Entre Ríos N° 5856,Formosa,Ingeniero Juárez,-23.898291,-61.8487,3636
1826,826,Sucursal 1,Diagonal 9 N° 4814,Corrientes,Mercedes,-29.181312,-58.081377,3470
1827,827,Sucursal 1,Calle 8 N° 22,Chaco,Resistencia,-27.448722,-58.98287,3500
1828,827,Sucursal 2,Avenida Córdoba N° 3762,Formosa,Formosa Capital,-26.182324,-58.184855,3600
1829,828,Sucursal 1,Avenida Santa Rosa N° 483,Chaco,Resistencia,-27.44958,-58.984642,3500
1830,828,Sucursal 2,Calle G. Brown N° 49,Corrientes,Curuzú Cuatiá,-29.792067,-58.05134,3460
1831,829,Sucursal 1,Avenida Neuquén N° 541,Chaco,Resistencia,-27.448526,-58.986641,3500
1832,830,Sucursal 1,Avenida Merlo N° 2848,Entre Ríos,Gualeguay,-33.143018,-59.315385,2840
1833,830,Sucursal 2,Calle 5 N° 2081,Entre Ríos,Concordia,-31.383442,-58.014315,3200
1834,830,Sucursal 3,Diagonal G. Brown N° 801,Corrientes,Paso de los Libres,-29.711807,-57.084964,3230
1835,831,Sucursal 1,Av. 5 N° 5260,Corrientes,Curuzú Cuatiá,-29.787927,-58.055303,3460
1836,831,Sucursal 2,Calle San Juan N° 964,Chaco,Barranqueras,-27.480709,-58.931702,3503
1837,832,Sucursal 1,Boulevard Neuquén N° 83,Corrientes,Curuzú Cuatiá,-29.788836,-58.055038,3460
1838,832,Sucursal 2,Calle San Martin N° 218,Entre Ríos,Gualeguaychú,-33.006342,-58.50945,2820
1839,832,Sucursal 3,Diag. La Plata N° 3051,Entre Ríos,Paraná,-31.741047,-60.511129,3100
1840,832,Sucursal 4,Calle Santa Fe N° 565,Misiones,Puerto Iguazú,-25.595349,-54.580259,3370
1841,832,Sucursal 5,Calle 9 N° 15,Corrientes,Paso de los Libres,-29.714054,-57.089832,3230
1842,833,Sucursal 1,Calle 6 N° 463,Entre Ríos,Concepción del Uruguay,-32.482047,-58.239071,3260
1843,833,Sucursal 2,Avenida Resistencia N° 480,Corrientes,Paso de los Libres,-29.712363,-57.089735,3230
1844,834,Sucursal 1,Avenida San Luis N° 288,Misiones,Eldorado,-26.399538,-54.61969,3380
1845,834,Sucursal 2,Diagonal Pte. Perón N° 54,Corrientes,Goya,-29.13986,-59.264561,3450
1846,835,Sucursal 1,Diagonal G. Brown N° 511,Misiones,Puerto Iguazú,-25.598282,-54.57941,3370
1847,835,Sucursal 2,Avenida San Luis N° 502,Entre Ríos,Concordia,-31.380696,-58.018942,3200
1848,836,Sucursal 1,Blv. Alem N° 531,Formosa,El Colorado,-26.299455,-59.36906,3603
1849,836,Sucursal 2,Diagonal 1 N° 41,Corrientes,Corrientes Capital,-27.48027,-58.834836,3400
1850,836,Sucursal 3,Calle Salta N° 936,Corrientes,Mercedes,-29.179403,-58.080119,3470
1851,836,Sucursal 4,Av. J.J. Castelli N° 790,Chaco,Barranqueras,-27.483301,-58.933565,3503
1852,836,Sucursal 5,Av. Buenos Aires N° 1583,Formosa,El Colorado,-26.3013,-59.365218,3603
1853,837,Sucursal 1,Diagonal Saavedra N° 588,Formosa,El Colorado,-26.301079,-59.366686,3603
1854,838,Sucursal 1,Avenida Rawson N° 798,Chaco,Villa Ángela,-27.580319,-60.715461,3540
1855,839,Sucursal 1,Avenida Pte. Perón N° 676,Entre Ríos,Paraná,-31.739928,-60.51153,3100
1856,839,Sucursal 2,Avenida Ciudad Autónoma de Buenos Aires N° 116,Entre Ríos,Gualeguaychú,-33.005001,-58.513447,2820
1857,840,Sucursal 1,Calle Salta N° 44,Corrientes,Mercedes,-29.179333,-58.080636,3470
1858,840,Sucursal 2,Camino J.B. Alberdi N° 218,Entre Ríos,Concepción del Uruguay,-32.479993,-58.23885,3260
1859,840,Sucursal 3,Calle San Martin N° 63,Entre Ríos,Concepción del Uruguay,-32.485285,-58.235007,3260
1860,841,Sucursal 1,Avenida Mitre N° 26,Formosa,Formosa Capital,-26.181936,-58.184505,3600
1861,842,Sucursal 1,Avenida 7 N° 446,Chaco,Resistencia,-27.448154,-58.985312,3500
1862,842,Sucursal 2,Calle Güemes N° 49,Misiones,Posadas,-27.367565,-55.896259,3300
1863,842,Sucursal 3,Diagonal Entre Ríos N° 247,Misiones,Oberá,-27.481754,-55.117354,3360
1864,842,Sucursal 4,Camino Mendoza N° 71,Formosa,Clorinda,-25.281939,-57.718006,3610
1865,843,Sucursal 1,Blv. Tierra del Fuego N° 73,Entre Ríos,Gualeguaychú,-33.005662,-58.511437,2820
1866,844,Sucursal 1,Diag. 9 N° 24,Misiones,Posadas,-27.365586,-55.895618,3300
1867,845,Sucursal 1,Camino 4 N° 6826,Entre Ríos,Gualeguaychú,-33.008976,-58.509872,2820
1868,846,Sucursal 1,Av. 3 N° 638,Misiones,Apóstoles,-27.915524,-55.767954,3350
1869,847,Sucursal 1,Av. San Salvador de Jujuy N° 59,Chaco,Sáenz Peña,-26.793891,-60.43661,3700
1870,848,Sucursal 1,Avenida 4 N° 7954,Misiones,Oberá,-27.481944,-55.116246,3360
1871,849,Sucursal 1,Diagonal Mar del Plata N° 4176,Corrientes,Mercedes,-29.182041,-58.076004,3470
1872,849,Sucursal 2,Avenida Bahía Blanca N° 58,Entre Ríos,Concordia,-31.38125,-58.014144,3200
1873,849,Sucursal 3,Boulevard 6 N° 45,Corrientes,Paso de los Libres,-29.713666,-57.087657,3230
1874,849,Sucursal 4,Blv. J.B. Alberdi N° 323,Corrientes,Goya,-29.142696,-59.262607,3450
1875,850,Sucursal 1,Calle La Rioja N° 287,Formosa,Ingeniero Juárez,-23.900397,-61.852109,3636
1876,850,Sucursal 2,Av. 170 Bis N° 4997,Entre Ríos,Concepción del Uruguay,-32.483176,-58.239996,3260
1877,851,Sucursal 1,Calle San Ferando del Valle de Catamarca N° 86,Misiones,Eldorado,-26.400068,-54.615572,3380
1878,852,Sucursal 1,Av. 7 N° 15,Entre Ríos,Paraná,-31.740429,-60.509845,3100
1879,853,Sucursal 1,Avenida 127 A N° 625,Entre Ríos,Gualeguay,-33.141918,-59.314791,2840
1880,854,Sucursal 1,Avenida 7 N° 4166,Chaco,Villa Ángela,-27.582506,-60.717029,3540
1881,854,Sucursal 2,Diag. J.J. Castelli N° 936,Corrientes,Corrientes Capital,-27.48278,-58.837104,3400
1882,855,Sucursal 1,Diag. 1 N° 562,Entre Ríos,Paraná,-31.740887,-60.511442,3100
1883,855,Sucursal 2,Calle Malvinas Argentinas N° 5331,Corrientes,Corrientes Capital,-27.479979,-58.831676,3400
1884,856,Sucursal 1,Av. Mendoza N° 9888,Chaco,Villa Ángela,-27.582138,-60.719133,3540
1885,856,Sucursal 2,Av. G. Brown N° 822,Formosa,Ingeniero Juárez,-23.901913,-61.850095,3636
1886,857,Sucursal 1,Av. Mitre N° 1049,Entre Ríos,Gualeguaychú,-33.008198,-58.510371,2820
1887,857,Sucursal 2,Diagonal Rosario N° 1225,Corrientes,Paso de los Libres,-29.713849,-57.086217,3230
1888,857,Sucursal 3,Calle Mendoza N° 145,Formosa,Pirané,-25.735191,-59.114823,3606
1889,857,Sucursal 4,Av. J.M. de Rosas N° 844,Corrientes,Corrientes Capital,-27.481137,-58.832695,3400
1890,858,Sucursal 1,Av. Saavedra N° 79,Formosa,Formosa Capital,-26.185916,-58.181277,3600
1891,858,Sucursal 2,Av. Ciudad Autónoma de Buenos Aires N° 936,Formosa,Pirané,-25.732018,-59.11496,3606
1892,858,Sucursal 3,Calle 1 N° 321,Corrientes,Paso de los Libres,-29.711279,-57.089255,3230
1893,858,Sucursal 4,Avenida J.J. Castelli N° 1936,Entre Ríos,Concordia,-31.380914,-58.018616,3200
1894,858,Sucursal 5,Diagonal Saavedra N° 19,Formosa,El Colorado,-26.298829,-59.369668,3603
1895,859,Sucursal 1,Av. Alem N° 46,Misiones,Posadas,-27.369362,-55.898327,3300
1896,859,Sucursal 2,Calle 5 N° 168,Chaco,Sáenz Peña,-26.791284,-60.440573,3700
1897,860,Sucursal 1,Av. 7 N° 481,Entre Ríos,Gualeguay,-33.14449,-59.31382,2840
1898,860,Sucursal 2,Avenida Chaco N° 898,Formosa,Clorinda,-25.284509,-57.713902,3610
1899,861,Sucursal 1,Diagonal Santiago del Estero N° 359,Misiones,Puerto Iguazú,-25.594337,-54.577651,3370
1900,861,Sucursal 2,Avenida J.J. Castelli N° 945,Chaco,Barranqueras,-27.484496,-58.930623,3503
1901,862,Sucursal 1,Camino Omar Nuñez N° 15,Entre Ríos,Concordia,-31.383095,-58.018861,3200
1902,862,Sucursal 2,Av. Mendoza N° 9974,Formosa,Formosa Capital,-26.182129,-58.183164,3600
1903,863,Sucursal 1,Avenida Santiago del Estero N° 101,Formosa,El Colorado,-26.299771,-59.368441,3603
1904,863,Sucursal 2,Avenida Chubut N° 94,Corrientes,Paso de los Libres,-29.711824,-57.090232,3230
1905,864,Sucursal 1,Blv. San Luis N° 17,Chaco,Sáenz Peña,-26.79435,-60.435963,3700
1906,865,Sucursal 1,Diagonal Mitre N° 222,Corrientes,Mercedes,-29.180687,-58.080604,3470
1907,865,Sucursal 2,Boulevard 6 N° 396,Misiones,Oberá,-27.484636,-55.115325,3360
1908,866,Sucursal 1,Avenida 5 N° 8523,Corrientes,Curuzú Cuatiá,-29.789401,-58.055736,3460
1909,866,Sucursal 2,Calle 7 N° 51,Entre Ríos,Paraná,-31.739478,-60.5121,3100
1910,866,Sucursal 3,Av. Santa Fe N° 8070,Corrientes,Curuzú Cuatiá,-29.787032,-58.053241,3460
1911,867,Sucursal 1,Diagonal Mendoza N° 6440,Formosa,Pirané,-25.735077,-59.115923,3606
1912,868,Sucursal 1,Diag. Pte. Perón N° 25,Entre Ríos,Paraná,-31.740719,-60.513344,3100
1913,868,Sucursal 2,Boulevard 1 N° 2038,Misiones,Oberá,-27.482918,-55.115813,3360
1914,869,Sucursal 1,Calle Chilecito N° 371,Misiones,Puerto Iguazú,-25.595271,-54.579702,3370
1915,870,Sucursal 1,Diag. Güemes N° 51,Misiones,Eldorado,-26.402845,-54.616078,3380
1916,870,Sucursal 2,Diagonal Güemes N° 2163,Corrientes,Curuzú Cuatiá,-29.791079,-58.054111,3460
1917,870,Sucursal 3,Av. Buenos Aires N° 414,Entre Ríos,Concordia,-31.38301,-58.019304,3200
1918,871,Sucursal 1,Diagonal J.J. Castelli N° 239,Misiones,Oberá,-27.480845,-55.115032,3360
1919,872,Sucursal 1,Blv. Santiago del Estero N° 71,Chaco,Barranqueras,-27.484658,-58.935712,3503
1920,873,Sucursal 1,Calle Santa Cruz N° 2487,Misiones,Eldorado,-26.397289,-54.615004,3380
1921,873,Sucursal 2,Calle San Martin N° 5846,Corrientes,Paso de los Libres,-29.714746,-57.08613,3230
1922,874,Sucursal 1,Diagonal Ciudad Autónoma de Buenos Aires N° 818,Formosa,Ingeniero Juárez,-23.898072,-61.850062,3636
1923,874,Sucursal 2,Blv. J.J. Castelli N° 653,Formosa,Clorinda,-25.284207,-57.716267,3610
1924,875,Sucursal 1,Av. Belgrano N° 622,Formosa,Pirané,-25.734674,-59.119106,3606
1925,875,Sucursal 2,Calle Constitución N° 417,Corrientes,Goya,-29.142376,-59.260021,3450
1926,875,Sucursal 3,Diagonal 4 N° 652,Misiones,Eldorado,-26.401916,-54.614863,3380
1927,876,Sucursal 1,Diagonal 9 N° 5830,Formosa,Formosa Capital,-26.182746,-58.184746,3600
1928,876,Sucursal 2,Calle J.J. Castelli N° 3659,Entre Ríos,Concordia,-31.383219,-58.018767,3200
1929,877,Sucursal 1,Av. Neuquén N° 39,Corrientes,Mercedes,-29.182027,-58.077487,3470
1930,878,Sucursal 1,Av. La Rioja N° 79,Entre Ríos,Concepción del Uruguay,-32.481765,-58.237979,3260
1931,879,Sucursal 1,Diagonal 2 N° 852,Entre Ríos,Concordia,-31.382648,-58.015459,3200
1932,879,Sucursal 2,Avenida San Luis N° 649,Chaco,Resistencia,-27.451466,-58.986476,3500
